Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,Latitude,Longitude,Elevation (m),Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,City Generator Link
230,Vigny,Piernoy,Piernoy Province,Chueles,Chuelesian Oligarchy,Luari,Luari Shamanism,1729,-10.24,45.99,121,,,,walls,,,,https://watabou.github.io/city-generator?name=Vigny&population=1729&size=16&seed=6656582340230&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
231,Todtlin,Donenbachia,Donenbachia Colony,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,5112,37.02,109.55,9,,,citadel,,,,,https://watabou.github.io/city-generator?name=Todtlin&population=5112&size=24&seed=6656582340231&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
232,Nickkahedak,Niltapirt,Niltapirt Land,Torvia,Torvian Empire,Soumi,Soumi Deities,1831,27.09,-80.92,361,,,,,,,,https://watabou.github.io/city-generator?name=Nickkahedak&population=1831&size=16&seed=6656582340232&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
233,Telsas,Veraia,Veraia County,Ardon,Kingdom of Ardon,Portuzian,Portuzian Beliefs,17894,2.37,90.49,841,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator?name=Telsas&population=17894&size=39&seed=6656582340233&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
234,Yundotumbel,Cevilmad,Cevilmad County,Torta,Kingdom of Torta,Astellian,Astellian Spirits,3218,-6.26,-60.03,196,,,,,plaza,,,https://watabou.github.io/city-generator?name=Yundotumbel&population=3218&size=20&seed=6656582340234&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
235,Sersontaimo,Sersontaimo,Sersontaimo Captaincy,Chaus,Grand Duchy of Chaus,Luari,Luari Shamanism,23698,-14.66,35.6,81,,,citadel,walls,plaza,,shanty town,https://watabou.github.io/city-generator?name=Sersontaimo&population=23698&size=43&seed=6656582340235&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
236,Paarianran,Paarianran,Paarianran Captaincy,Torvia,Torvian Empire,Soumi,Soumi Deities,18577,50.8,-71.31,36,,,,,plaza,,,https://watabou.github.io/city-generator?name=Paarianran&population=18577&size=39&seed=6656582340236&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
237,Naza,Vaikmaa,Vaikmaa Land,Castricia,Castrician Empire,Tallian,Tallian Gods,1709,35.55,-25,441,,,citadel,,plaza,,,https://watabou.github.io/city-generator?name=Naza&population=1709&size=16&seed=6656582340237&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
238,Sastadtters,Blum,Blum Area,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,2620,27.48,96.37,9,,port,,,plaza,,,https://watabou.github.io/city-generator?name=Sastadtters&population=2620&size=19&seed=6656582340238&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.16
239,Bauvilleuille,Panvile,Panvile Shire,Ardon,Kingdom of Ardon,Luari,Luari Shamanism,5017,21.23,66.58,361,,,citadel,walls,,,,https://watabou.github.io/city-generator?name=Bauvilleuille&population=5017&size=24&seed=6656582340239&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
240,Toraopo,Freiralinia,Freiralinia Earldom,Karlstat,Karlstatian Empire,Portuzian,Portuzian Beliefs,1729,7.19,95.49,1089,,,,,,,,https://watabou.github.io/city-generator?name=Toraopo&population=1729&size=16&seed=6656582340240&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
241,Casanolata,Mordeterra,Mordeterra County,Castricia,Castrician Empire,Tallian,Tallian Gods,8118,1.02,-51.05,289,,,,walls,plaza,,,https://watabou.github.io/city-generator?name=Casanolata&population=8118&size=29&seed=6656582340241&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
242,Castelle,Castelle,Castelle Earldom,Anzia,Grand Duchy of Anzia,Tallian,Tallian Gods,13868,-0.7,-27.46,121,,port,,,plaza,,,https://watabou.github.io/city-generator?name=Castelle&population=13868&size=35&seed=6656582340242&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=0.35
243,Alnuevana,Cozas,Cozas Earldom,Torta,Kingdom of Torta,Astellian,Astellian Spirits,1991,-5.58,-61.86,225,,,citadel,,,,,https://watabou.github.io/city-generator?name=Alnuevana&population=1991&size=17&seed=6656582340243&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
244,Alhospinha,Alhospinha,Alhospinha Province,Chueles,Chuelesian Oligarchy,Portuzian,Portuzian Beliefs,12976,-19.6,62.21,16,,,,walls,,,,https://watabou.github.io/city-generator?name=Alhospinha&population=12976&size=34&seed=6656582340244&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
245,Strauvog,Ankerka,Ankerka County,Flostia,Principality of Flostia,Norse,Norse Ancestors,1708,41.2,-109.61,16,,,,,,,,https://watabou.github.io/city-generator?name=Strauvog&population=1708&size=16&seed=6656582340245&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
246,Nesvik,Straugaria,Straugaria Barony,Flostia,Principality of Flostia,Norse,Norse Ancestors,2082,40.96,-92.95,169,,,citadel,,,,,https://watabou.github.io/city-generator?name=Nesvik&population=2082&size=17&seed=6656582340246&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
247,Calwand,Donenbachia,Donenbachia Colony,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,1640,34,107.64,16,,,citadel,,plaza,,,https://watabou.github.io/city-generator?name=Calwand&population=1640&size=16&seed=6656582340247&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
248,Arpicene,Pianzanag,Pianzanag County,Castricia,Castrician Empire,Tallian,Tallian Gods,12360,14.7,-39.23,441,,,,walls,,,,https://watabou.github.io/city-generator?name=Arpicene&population=12360&size=34&seed=6656582340248&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
249,Mavantborail,Chaillenay,Chaillenay Land,Ardon,Kingdom of Ardon,Luari,Luari Shamanism,2689,10.31,58.81,529,,,,,plaza,,,https://watabou.github.io/city-generator?name=Mavantborail&population=2689&size=19&seed=6656582340249&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
250,Urillaque,Nurilaga,Nurilaga Region,Anzia,Grand Duchy of Anzia,Astellian,Astellian Spirits,2244,-18.9,-24.83,625,,,,,,,,https://watabou.github.io/city-generator?name=Urillaque&population=2244&size=18&seed=6656582340250&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
251,Benlin,Kumara,Kumara Territory,Torvia,Torvian Empire,Soumi,Soumi Deities,4995,44.12,-84.27,144,,,citadel,,plaza,,,https://watabou.github.io/city-generator?name=Benlin&population=4995&size=24&seed=6656582340251&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
252,Opfloch,Altengenia,Altengenia County,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,8995,17.91,104.47,144,,,citadel,,,,,https://watabou.github.io/city-generator?name=Opfloch&population=8995&size=30&seed=6656582340252&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
253,Patroragorna,Pianzanag,Pianzanag County,Castricia,Castrician Empire,Tallian,Tallian Gods,1727,11.75,-40.86,625,,,,,,,,https://watabou.github.io/city-generator?name=Patroragorna&population=1727&size=16&seed=6656582340253&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
254,Thatclesbu,Thatckingia,Thatckingia Parish,Chichet,Chichetian Theocracy,Angshire,Angshire Spirits,32073,0.11,-127.57,729,,port,citadel,walls,plaza,temple,,https://watabou.github.io/city-generator?name=Thatclesbu&population=32073&size=48&seed=6656582340254&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1&sea=0.86
255,Bollstaldach,Marxzelia,Marxzelia Earldom,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,3815,-6.09,109.13,1024,,,,,,,,https://watabou.github.io/city-generator?name=Bollstaldach&population=3815&size=22&seed=6656582340255&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
256,Echille,Ruannes,Ruannes Land,Chaus,Grand Duchy of Chaus,Luari,Luari Shamanism,1628,-20.23,28.5,16,,,citadel,,,,,https://watabou.github.io/city-generator?name=Echille&population=1628&size=16&seed=6656582340256&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
257,Entinha,Entinha,Entinha Province,Chueles,Chuelesian Oligarchy,Portuzian,Portuzian Beliefs,17362,-21.25,61.23,25,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator?name=Entinha&population=17362&size=38&seed=6656582340257&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
258,Pintos,Riria,Riria Territory,Karlstat,Karlstatian Empire,Portuzian,Portuzian Beliefs,1725,-22.77,87.9,49,,,,,plaza,,,https://watabou.github.io/city-generator?name=Pintos&population=1725&size=16&seed=6656582340258&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
259,Machamavei,Arazam,Arazam Province,Chueles,Chuelesian Oligarchy,Portuzian,Portuzian Beliefs,17594,-24.78,70.94,36,,,,walls,plaza,,,https://watabou.github.io/city-generator?name=Machamavei&population=17594&size=38&seed=6656582340259&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
260,Salmesore,Northia,Northia Canton,Modets,United Provinces of Modets,Angshire,Old Angshire Beliefs,21958,-47.07,-82.23,100,,,citadel,walls,,temple,shanty town,https://watabou.github.io/city-generator?name=Salmesore&population=21958&size=42&seed=6656582340260&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=1&shantytown=1&gates=-1
261,Hardt,Hardt,Hardt County,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,16763,36.59,102.73,16,,,citadel,,,,,https://watabou.github.io/city-generator?name=Hardt&population=16763&size=38&seed=6656582340261&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
262,Schal,Geisach,Geisach Land,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,5735,31.58,96.5,64,,,citadel,,,,,https://watabou.github.io/city-generator?name=Schal&population=5735&size=25&seed=6656582340262&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
263,Conzano,Montania,Montania County,Castricia,Castrician Empire,Tallian,Tallian Gods,5014,25.74,-29.2,625,,,citadel,,,,,https://watabou.github.io/city-generator?name=Conzano&population=5014&size=24&seed=6656582340263&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
264,Palme,Freiralinia,Freiralinia Earldom,Karlstat,Karlstatian Empire,Portuzian,Portuzian Beliefs,15146,11.84,94.81,25,,,,walls,plaza,,,https://watabou.github.io/city-generator?name=Palme&population=15146&size=36&seed=6656582340264&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
265,Fisch,Waldbrinia,Waldbrinia Earldom,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,24171,1.63,115.08,400,,,citadel,,plaza,temple,,https://watabou.github.io/city-generator?name=Fisch&population=24171&size=43&seed=6656582340265&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
266,Toroscal,Cagueiresia,Cagueiresia County,Karlstat,Karlstatian Empire,Portuzian,Portuzian Beliefs,6802,-4.83,105.47,625,,,,walls,,,,https://watabou.github.io/city-generator?name=Toroscal&population=6802&size=27&seed=6656582340266&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
267,Pforzgrafen,Rhein,Rhein County,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,5309,-17.68,120.7,16,,,,,,,,https://watabou.github.io/city-generator?name=Pforzgrafen&population=5309&size=24&seed=6656582340267&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
268,Weititers,Steisach,Steisach County,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,1833,-18.94,102.9,36,,,,,,,,https://watabou.github.io/city-generator?name=Weititers&population=1833&size=16&seed=6656582340268&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
269,Harton,Klyapech,Klyapech State,Modets,United Provinces of Modets,Angshire,Old Angshire Beliefs,6201,-41.14,-98.57,324,,,citadel,walls,,,,https://watabou.github.io/city-generator?name=Harton&population=6201&size=26&seed=6656582340269&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
270,Grenes,Lautokuria,Lautokuria County,Flostia,Principality of Flostia,Norse,Norse Ancestors,8219,46.54,-106.8,9,,,,walls,,,,https://watabou.github.io/city-generator?name=Grenes&population=8219&size=29&seed=6656582340270&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
271,Bonbach,Geisach,Geisach Land,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,2678,35.57,98.57,16,,,citadel,,plaza,,,https://watabou.github.io/city-generator?name=Bonbach&population=2678&size=19&seed=6656582340271&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
272,Harton,Fadingham,Fadingham Parish,Chichet,Chichetian Theocracy,Angshire,Angshire Spirits,1827,13.49,-126.16,36,,,citadel,,,temple,,https://watabou.github.io/city-generator?name=Harton&population=1827&size=16&seed=6656582340272&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
273,Fontole,Mantia,Mantia County,Anzia,Grand Duchy of Anzia,Tallian,Tallian Gods,28628,3.71,-28.09,4,,port,,walls,,,,https://watabou.github.io/city-generator?name=Fontole&population=28628&size=46&seed=6656582340273&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&sea=0.49
274,Maremanville,Montcon,Montcon Prefecture,Chueles,Chuelesian Oligarchy,Luari,Luari Shamanism,8427,-9.26,51.87,81,,,citadel,,plaza,,,https://watabou.github.io/city-generator?name=Maremanville&population=8427&size=29&seed=6656582340274&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
275,Pinteirolis,Afandania,Afandania Province,Chueles,Chuelesian Oligarchy,Portuzian,Portuzian Beliefs,11294,-20.53,85,36,,,citadel,walls,,,,https://watabou.github.io/city-generator?name=Pinteirolis&population=11294&size=32&seed=6656582340275&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
276,Malsbach,Hernbach,Hernbach Earldom,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,3876,-28.73,106.31,16,,,citadel,,,,,https://watabou.github.io/city-generator?name=Malsbach&population=3876&size=22&seed=6656582340276&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
277,Ebruck,Otlingenia,Otlingenia Region,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,7711,-30.99,97.38,25,,port,,,,,,https://watabou.github.io/city-generator?name=Ebruck&population=7711&size=28&seed=6656582340277&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.96
278,Eiburg,Marxzelia,Marxzelia Earldom,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,18422,-2.82,108.82,1296,,,,walls,,,,https://watabou.github.io/city-generator?name=Eiburg&population=18422&size=39&seed=6656582340278&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
279,Villes,Lerelly,Lerelly Province,Chueles,Chuelesian Oligarchy,Luari,Luari Shamanism,9978,-7.12,57.82,36,,,,,plaza,,,https://watabou.github.io/city-generator?name=Villes&population=9978&size=31&seed=6656582340279&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
280,Torguilveda,Terteria,Terteria Landgrave,Alcoria,Grand Duchy of Alcoria,Astellian,Astellian Spirits,29234,-43.55,-37.44,9,,,citadel,walls,plaza,temple,,https://watabou.github.io/city-generator?name=Torguilveda&population=29234&size=46&seed=6656582340280&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
281,Escray,Escray,Escray Land,Chaus,Grand Duchy of Chaus,Luari,Luari Shamanism,8328,13.13,37.85,9,,,citadel,,,,,https://watabou.github.io/city-generator?name=Escray&population=8328&size=29&seed=6656582340281&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
282,Karlsruried,Karlsruried,Karlsruried County,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,15691,7.73,105.81,196,,,,,,,,https://watabou.github.io/city-generator?name=Karlsruried&population=15691&size=37&seed=6656582340282&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
283,Gramberg,Kapengen,Kapengen Earldom,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,21596,-2.79,123.23,121,,port,citadel,walls,,temple,shanty town,https://watabou.github.io/city-generator?name=Gramberg&population=21596&size=41&seed=6656582340283&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=1&gates=-1&sea=1.67
284,Waldsbachler,Hartengen,Hartengen County,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,1753,-7.86,106.79,484,,,citadel,,,,,https://watabou.github.io/city-generator?name=Waldsbachler&population=1753&size=16&seed=6656582340284&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
285,Allos,Cueria,Cueria Dependency,Alcoria,Grand Duchy of Alcoria,Astellian,Astellian Spirits,1709,-44.05,-25.49,4,,,,walls,,,,https://watabou.github.io/city-generator?name=Allos&population=1709&size=16&seed=6656582340285&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
286,Miijahema,Aimatsalia,Aimatsalia County,Castricia,Castrician Empire,Soumi,Soumi Deities,2219,43.28,-27.74,169,,,citadel,,,,,https://watabou.github.io/city-generator?name=Miijahema&population=2219&size=18&seed=6656582340286&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
287,Ceaux,Auvilly,Auvilly Land,Ardon,Kingdom of Ardon,Luari,Luari Shamanism,2749,25.3,62.11,121,,port,,walls,plaza,,,https://watabou.github.io/city-generator?name=Ceaux&population=2749&size=19&seed=6656582340287&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=0.05
288,Montcrentemur,Fouche,Fouche Shire,Ardon,Kingdom of Ardon,Luari,Luari Shamanism,1713,22.28,76.05,144,,,citadel,,,,,https://watabou.github.io/city-generator?name=Montcrentemur&population=1713&size=16&seed=6656582340288&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
